fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.12910265657576,0.2645513282878801,0.3802991144747466,2.4201292223333626,0.03677607084202027,30.097008855252533,123.80598228949493,0.9911104283368081,3.2819401771050507,0.43679061986767737,12.093290259222211,0
6.800564338393968,0.20375949201322935,0.34359019049503897,1.7199261368540828,0.03154699365016537,27.0,93.36466243344358,0.9893705838406605,3.226353375665564,0.38558280418044727,13.03590190495039,0
6.120854661010242,0.22575383898184345,0.31849232203631306,12.999247711838919,0.038366837288081934,49.0,129.68341864404096,0.9950986939660931,3.282512796606145,0.441005118642458,10.920854661010242,0
6.2147949527970665,0.35890378540220036,0.24591798111882646,6.181372240383864,0.03170410094405868,18.704100944058677,85.77807570804401,0.9896107476361863,3.04665772875868,0.281452681555746,13.215063090036674,0
6.847177119731381,0.27685485868457466,0.4205645760537239,7.2697601618803365,0.02921371467114366,30.15725706577127,109.21371467114366,0.9915110492060676,3.0768548586845745,0.5491131628994703,12.515725706577127,0
6.802146200536261,0.1672960030741407,0.3306438601608782,2.4120165655047687,0.03536910334227101,18.815448328864495,110.6738206684542,0.9916194857748706,3.3985837233958973,0.7743348935835883,12.04678069919561,0
5.423284547311596,0.44534309053768095,0.27015523031541067,6.3689539369178725,0.03293790787383575,19.906861810753618,102.07761515770532,0.9895025578171105,3.2203104606308215,0.2729493759928021,13.35343090537681,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.573431250603773,0.21359145855471645,0.3773431250603772,1.3953270819245316,0.03746862501207544,44.15620833735848,148.26568749396228,0.992951535419283,3.362189583132076,0.6264085414452835,10.190654163849063,0
5.511731113590876,0.3,0.17940868541249705,4.164711481068188,0.03058798335193158,37.0,99.4706722160228,0.9904576537772819,3.2823557405340935,0.4023462227181754,11.941154075727251,0
6.66706258980357,0.3340475107764284,0.2836706258980357,3.635518489569646,0.049089310075303594,27.26587482039286,78.430561871375,0.9898204179929888,3.1372224748550006,0.48291685614125024,12.81011877694107,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.211029109446049,0.29023897382736374,0.22181983242669617,3.3865811522803133,0.029325367539087877,37.32536753908787,100.97610261726362,0.9911670034551302,3.27397059687297,0.44784923555372613,11.344485445276977,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.219757165662648,0.6555097350766711,0.47658739865827,1.2107766358159895,0.029053883179079948,28.946116820920054,74.98203894030668,0.989194432071495,3.3233544079134734,0.3892815576122674,12.803592211938664,0
6.759224053983591,0.25495118020601676,0.3945632071978121,1.6640801799453022,0.04523304233928893,33.7281603598906,105.81551892032819,0.9899211665043682,3.127281603598906,0.49135919820054696,12.704856125961712,0
7.642129223736948,0.33971186199767955,0.4790688533725345,8.547118619976796,0.032099787924796966,42.77161035017403,186.128601725029,0.9931257203450058,3.1470730948765953,0.37935699137485496,12.316408878731147,0
7.0,0.18233727402820504,0.33532545194359,7.090887345579482,0.04809112654420519,40.7662725971795,122.7532545194359,0.9929579290674923,3.097662725971795,0.46052072310974396,11.37011822084615,0
6.240775135211422,0.33631005408456893,0.34038756760571115,4.963953378521417,0.024368994591543104,51.77674594365733,138.94418648591434,0.9902158760539435,3.1494418648591433,0.3848062161971444,12.675968919014277,0
10.449176920949201,0.3578382212203374,0.5252970672677976,2.4745884604746005,0.07015676442440676,5.313528848813498,16.0,0.9967955477850305,3.159405865464405,0.65627057697627,11.235146636610125,1
7.375445784083,0.18810698817992022,0.2581069881799202,7.9340192750173975,0.10907956611488584,32.90534940899601,161.849108431834,0.9949321262631973,3.18358024113494,0.37849108431834,10.5207132545328,0
6.719642821941126,0.2209285841011946,0.27878571287764503,6.767499556458189,0.03843928564388225,38.75714257552901,97.43928564388226,0.9926233567640865,3.1956071435611775,0.5033571583459046,11.370000197129695,0
5.776764287728238,0.36993758885774963,0.274709553596603,5.4109937447133785,0.029703312482377925,20.941910719320592,103.41286607898088,0.9892327796417495,3.106970713681529,0.4442534830743096,13.258713392101912,0
10.380275015193176,0.3260206261394882,0.4660550030386352,5.6373873556648295,0.07239793738605117,5.0,13.602062613948819,0.9975197249848069,3.2139449969613647,0.7858831185429003,12.278899939227296,1
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,0
10.221643460403278,0.3659452179865574,0.4981095640268852,2.4177689372964872,0.06954442234324122,5.227788828379391,15.088844686482435,0.996735310790106,3.1955577656758782,0.6591115531351757,11.159452179865573,1
5.066964342014276,0.3312722468310838,0.27013395390642436,1.8660713159714473,0.04928570527771578,16.99106973957171,53.01339539064244,0.9910470976653608,3.5793748817700197,0.7734821710071381,13.296874408850098,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.135044813968495,0.1841390159455576,0.25413901594555754,7.275224069842474,0.10662533378868312,31.29304920272212,160.11479787392565,0.994217520027321,3.1841390159455574,0.40592152923352226,10.824170478366728,0
8.755669731297214,0.4401718646819917,0.45408929750629523,2.0008593234099585,0.07243470945292826,7.286941890585655,16.286941890585656,0.9939686419083705,3.2071305810941433,0.6986082567175697,12.672165134351394,1
5.977782805335923,0.4335347593693909,0.1429304812612181,1.7131303990298323,0.034009995888430705,26.262607980596645,86.13130399029832,0.9903004997944216,3.4609086795634245,0.7287869189813238,13.305043192238658,0
7.725704277139954,0.19671653764351027,0.446998248499492,12.40497372749238,0.042278608960725175,40.442782078549655,142.25704277139954,0.9993963472517622,3.2260695519637417,0.7200660489627254,8.787895926082678,0
6.271673662125493,0.39480745013567564,0.33665267574901386,3.7085781743922572,0.050502098637647916,28.28326337874507,79.30041972752959,0.9900314144806557,3.2654937040870564,0.5118452256133382,12.728326337874506,0
6.591513042515925,0.2908486957484075,0.30660521700637,3.908486957484075,0.02793356532324824,38.8302608503185,96.08486957484075,0.9903423617382643,3.23660521700637,0.6,12.6,0
6.955909270670225,0.1898408281983986,0.3732272187989324,5.363867860750297,0.05367727812010676,41.77954635335113,122.77954635335112,0.9931403183436032,3.1893633127935943,0.4955909270670225,10.889773176675563,0
8.108231639485817,0.2598779673829821,0.3095274017172001,1.0458841802570908,0.033541158197429095,16.082316394858182,89.78810738200364,0.9905265853115887,3.0124694918457453,0.3521189261799636,11.470579098714545,0
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,0
5.689487494538603,0.2372179464675814,0.32443589293516284,1.5225642825934873,0.036616669592144165,26.391026766209293,96.72179464675814,0.9911564107064837,3.5176666081571164,0.45233339184288335,10.916538394027443,0
7.0,0.18094473278141351,0.338110534437173,7.0129050357591565,0.048870949642408436,40.90552672185865,122.78110534437172,0.9929829948099346,3.0990552672185863,0.4649768550994768,11.328341983442405,0
7.90989393237302,0.22414437239467114,0.34549469661865106,5.80535062527893,0.036072186197335564,12.621655859200668,91.24331171840134,0.9939689852709541,3.055588096341382,0.43387684113072467,10.479278138026645,0
7.90312840648723,0.2853182910282905,0.40843579675638514,2.212731641131618,0.043436886832298655,50.0,151.9687159351277,0.9933781011545894,3.4381120553485274,0.48249182443064875,10.762568129744594,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.294260746552247,0.31123523775668516,0.29147850689550553,4.499126129328654,0.057278223965674176,28.05739253447753,80.65564479313484,0.9902934246600061,3.2451653281029778,0.5502432691388204,12.705739253447753,0
7.292167016658475,0.3784334033316949,0.36672138357248185,5.279784064324334,0.03703095738083535,32.81238295233414,108.59380852383293,0.9915767213835726,3.1221857442850123,0.4915665966683051,12.710928721425061,0
5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,0
5.653819936280782,0.16843794265270406,0.3434549840701956,2.7475101805377835,0.04265450159298044,21.71759915041043,73.1793997876026,0.9889815279745122,3.1843519830082085,0.3262789925660913,12.89103001061987,0
10.022991149056208,0.3239611980406234,0.545623281175626,2.7041552078375064,0.07520776039187532,5.520776039187532,16.52077603918753,0.9967833791686499,3.15,0.7906095305806337,11.364543227431271,1
6.048329425532073,0.5234964829788658,0.44208235638301824,1.629733294325793,0.03279176436169817,26.977725673760972,74.49443141844024,0.9891393317702127,3.2895545134752195,0.37230509964540853,12.825278429077988,0
6.934807236013035,0.22,0.2762981909967413,8.450283214149898,0.030259638199348262,35.6961447202607,121.67403618006517,0.9921104988136339,3.046961447202607,0.3562981909967413,12.304421708039104,0
5.469640196215355,0.37381558820168564,0.10863568630936304,1.3019490195580528,0.03698050980441947,42.01949019558053,118.75487254889514,0.9892676311764034,3.3477436274447565,0.3471589215773408,12.345127451104867,0
6.406132683010812,0.32674595131189244,0.2536796098064868,4.914142437848642,0.05444805852902698,27.448058529026984,138.30663415054056,0.9916186230231389,3.2626407803870263,0.4901877071827019,12.375469267956754,0
5.743373464687084,0.48097246399334215,0.19840791508255665,7.954862319966711,0.0346549052310253,35.79647156930759,163.20352843069242,0.9924106282031359,3.4583175587623165,0.47283132676564577,12.15486231996671,0
7.881366077506743,0.17546584806233143,0.3935402914701829,14.045341519376686,0.05409316961246628,43.54658480623314,147.7329240311657,0.999908570220115,3.1870805829403657,0.6570805829403658,8.8,0
6.828461949830796,0.2641775084641416,0.3162662626962124,2.2,0.04253787203755044,27.9556228839646,127.37337373037876,0.9928979183748848,3.3441775084641416,0.5752486188058054,11.296863304093451,0
7.061313659453515,0.29142332210709754,0.2955474536218594,2.9671527826884363,0.041664236086557824,28.916059021639455,95.63868634054649,0.9922928833894645,3.2866423608655784,0.6219343170273243,11.278101855125623,0
5.915719878082785,0.16735798171241784,0.3142140060958607,1.7160504571895534,0.03768560243834428,15.47490213355125,74.57859939041393,0.9904517764239411,3.304180948185184,0.5252179207538107,11.479260548627463,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
6.649182965483776,0.4458987379678457,0.30180552066121014,10.390115138550133,0.029245914827418885,31.508170345162235,110.0,0.9926806375381619,3.2232761827904124,0.7332761827904122,12.801634069032447,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.999138837965525,0.43988517839540325,0.48985647299425406,9.105166972206852,0.031007654773639783,46.0,150.99904315329502,0.992602296432092,3.160210506275094,0.27022007474214377,12.699808630659005,0
6.225269913615416,0.1709676103661501,0.3541756637871805,1.7301079654461664,0.03190323896338499,42.53405310297444,150.0,0.99160941230802,3.409516194816925,0.678351327574361,11.349460172769168,0
7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,0
6.541856415486995,0.27982487271022416,0.4173555117090135,7.922942337114348,0.0358371283097399,32.70928207743498,130.9912436355112,0.9930991243635512,3.273257433805202,0.34718038441923765,11.428196155807623,0
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,0
6.944882072408054,0.297165098628724,0.3096061348327511,8.869292434448326,0.033062972035114026,37.0,123.65353782775837,0.9919051980923748,3.0269292434448327,0.32897641448161086,12.444882072408054,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.7826728730374715,0.26259906904437935,0.3563778812172912,6.266912679976971,0.028724423756541762,32.086635634812644,102.91336436518735,0.9918377881217291,3.3536221187827087,0.5170875441752146,12.244884751308353,0
6.816856301044212,0.3812919149030374,0.28275299508204527,7.456459574515187,0.038488772503729334,36.9466317511188,162.0533682488812,0.9932924176758577,3.354803142399308,0.41915718494778936,11.656459574515187,0
7.0,0.36,0.32,10.267044888047266,0.045,36.035356053123266,132.92928789375347,0.9935103535605312,3.09,0.33,11.651767802656163,0
5.7129567446455605,0.31767954550759714,0.1702120967177192,1.2421671554936737,0.036,44.972910556329076,117.02708944367092,0.9900707895891518,3.3797291055632908,0.40102478002784686,11.86325073324051,0
7.392288050741532,0.3392415720921577,0.3561567923887703,2.5304647864937384,0.03607839619438514,36.0,114.38432076112298,0.991,3.205423898516937,0.44769918224046396,12.515423898516937,0
5.511236993713628,0.23799653165696757,0.2988763006286372,1.5740635838571977,0.026962543354287907,14.037456645712094,64.70601155141652,0.9898485583813427,3.3363109825999233,0.6117595379433391,11.9,0
6.150382388717081,0.37745793724112114,0.22879015081529347,2.062480880564146,0.0278759559717927,28.24961761128292,133.37672074922688,0.9899126950182457,3.3487289686205606,0.6611945536360233,13.062327925077314,0
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,0
6.304740453266648,0.20925759080962816,0.3175670909659268,2.9496865879962533,0.04331753182244451,101.04740453266648,175.0474045326665,0.9912136669978119,3.1893202732103774,0.7261449549859325,11.519588637074085,0
6.453309047789581,0.16599271433687438,0.34933819044208375,1.6933819044208374,0.03719854286737488,43.0,148.93381904420838,0.9916669095221041,3.3666909522104187,0.6366909522104186,11.266545238947906,0
6.166357539065223,0.3930752670450584,0.19961828267114778,1.4971102095158075,0.02946129005675876,28.605779580968385,88.21155916193678,0.9905273991885643,3.3546129005675875,0.5898037592320137,13.030752670450584,0
7.490985786798165,0.37213143823975536,0.4051642977996942,12.15408527921101,0.03552457078401631,46.0,150.43442865199796,0.9939573712352049,3.2844256965604486,0.40008141004046893,12.586885730399592,0
9.74107099911391,0.3819643000295363,0.46607139994092744,2.2346937139481566,0.0690867342848704,5.456632857564804,14.173468569740784,0.9962684689705678,3.241326571512961,0.6682653143025922,11.319643000295363,1
6.821532493563367,0.22,0.3046168766091581,7.1476236759787275,0.03592337532183162,33.43064987126735,121.10766246781684,0.9918159844832647,3.0243064987126735,0.3846168766091581,11.964597480690102,0
7.310572963676494,0.3689427036323506,0.3044713518161753,1.8894270363235062,0.06595156673088445,16.105729636764938,26.23567590808765,0.9944269816462573,3.235528648183825,0.7268281108970518,11.355286481838247,1
7.105512948428793,0.2596324701047471,0.3109188247381323,2.196324701047471,0.043761105568085594,28.963247010474706,128.20214144238912,0.9936421140414977,3.338897410314241,0.6370597608379766,10.929402391620235,0
6.47864426964076,0.21362362822217312,0.3165732736292695,2.2280955585100077,0.03303369914075384,29.0,118.0,0.9910477469200089,3.365225307999116,0.4661794699263842,11.434835386660774,0
7.469759550087033,0.23043200642732808,0.32348797750435165,4.296318457441256,0.03921600321366405,13.564800964099215,93.12960192819843,0.9933150713315578,3.124752070700609,0.5156160835552653,10.44783996786336,0
8.079740084422667,0.22470177205879616,0.45012995778866594,13.087004221133405,0.04854281857298698,43.607797467319955,146.2155949346399,0.9989792067538134,3.2556881013072014,0.6527524052288068,9.590136707515944,0
6.619182681313254,0.4209307709898794,0.43424519560602387,6.546480668081935,0.021389326241421733,42.331442461614444,135.56980782424097,0.9907171845344656,3.12046538549494,0.3223836536262651,12.69012502858554,0
6.553092155937129,0.43353947706247525,0.30823026146876237,4.5910535774930805,0.04405328761563859,19.265460779685647,142.91151307343813,0.9906588951557469,3.1473453922031434,0.35238816971866355,12.0,0
7.0,0.36,0.32,10.384642671657916,0.045,35.51269923707593,133.97460152584813,0.9935051269923708,3.09,0.33,11.625634961853796,0
5.8565120439795715,0.35125827507303914,0.26562913753651957,2.800441337228752,0.025315672111331657,31.0,119.56291375365196,0.990092538385022,3.5030905205290037,0.49187637917883986,12.643487956020428,0
4.96814373672598,0.32361152468193943,0.31127769506361214,1.217035934181495,0.017022156050889692,39.17035934181495,149.91482032909252,0.9873033406302967,3.3295741016454627,0.59,13.893525411365657,0
6.606342312246149,0.16443961857230432,0.3568288438769255,1.1634231224614904,0.031951346836922356,27.19026936738447,93.19026936738447,0.9890784709404552,3.236342312246149,0.3590269367384471,13.041442193846274,0
6.263851015060847,0.6387163283130514,0.4565879611443564,1.3596275376521154,0.03038343865965167,28.893581641565255,75.85134686747794,0.9894064516153633,3.335320917921737,0.40277020301216926,12.714865313252206,0
8.79407022882334,0.4356918066372769,0.4592093638431121,1.9784590331863847,0.07227470737990274,7.25494147598055,16.254941475980548,0.9940412828495241,3.2074505852401947,0.6976482442794164,12.652964885588329,1
6.970368692790293,0.23380670552070104,0.2845061448798382,1.7098771024032358,0.031619329447929896,29.366257008010784,118.1831285040054,0.9912403474549465,3.345782126001348,0.4981687149599461,11.366257008010786,0
7.035717456370049,0.21366407242581803,0.22850945462478472,8.12298109075043,0.11077341461605841,32.34471636125646,162.22981090750432,0.9947031101116929,3.211365963350775,0.39493770898777986,10.641301452879521,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.875460764923781,0.37628225354466466,0.3524907847015244,2.1141126772332335,0.036252764589542685,32.75092152984756,109.87361770522865,0.9902197314292877,3.1212638229477134,0.48122696175381097,12.362822535446647,0
7.042490068576179,0.45191699771412736,0.24383399542825468,2.7,0.04038339954282547,24.766799085650938,86.23320091434906,0.9891030834239601,3.024347899421603,0.40492097028365553,13.131620320022172,0
6.9591000783748616,0.29930488635645086,0.3579550039187431,3.0044996081256925,0.034,22.81799843250277,111.38650117562293,0.9901226997648754,3.2043149725687985,0.4188549255438816,12.620449960812568,0
5.865646093897032,0.2706888866195031,0.2831292187794065,1.5007654295772257,0.029282304694851623,14.671769530514837,71.64115234742582,0.9902386897272315,3.3601530859154454,0.4590814845073292,11.63741562441187,0
6.651601636951531,0.1801921964341837,0.3197437380877551,2.101921964341837,0.04507047202586736,46.01921964341837,154.52882946512756,0.9933070472025867,3.2187186904387755,0.5792952797413264,9.892952797413265,0
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,0
6.705572510530238,0.3429179382897678,0.3270820617102322,2.9665649368185756,0.043750762973860685,34.76393127632559,102.52786255265119,0.9911236068723674,3.298885497893952,0.49304962131441693,12.118034361837204,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
6.0895735942859135,0.23507106761901445,0.2859715729523942,2.767299430477451,0.027045025266668986,54.74644661904928,126.2985786476197,0.9901164933664769,3.394170562285635,0.6589573594285913,12.780568540952116,0
6.959655719785828,0.2643275953297638,0.3943275953297638,1.2947417898393707,0.04086551906595276,46.08189883244095,148.08189883244094,0.9934783620233512,3.3481293696434644,0.5605258210160629,9.838017743137009,0
7.006975887567023,0.35843042529741986,0.32122078032422896,10.518311704863434,0.04497384042162366,35.052319156752674,135.06975887567023,0.9935566790864822,3.0913079789188167,0.3337495395672747,11.572968435677787,0
6.817515650157031,0.2404042073113161,0.39932632114780653,1.798652642295613,0.04677094919025421,34.05389430817548,104.97305284591226,0.9900343576214619,3.131212621933948,0.4918863007861418,12.767663415094713,0
5.863408176323605,0.2143910188411674,0.3421136058774535,1.585363270529442,0.02756089811588326,41.56908847019628,150.0,0.9903863196359738,3.3878044905794162,0.654227211754907,12.07318364735279,0
6.123056329457259,0.19512660340223126,0.32564194091301074,2.5358505282082007,0.043923145568475805,99.23056329457259,173.2305632945726,0.9909027852748491,3.257956497760591,0.788725042075833,11.620524261412635,0
6.562569773426279,0.29374302265737207,0.2950279093705117,3.9374302265737207,0.031117324923109285,38.25139546852559,96.37430226573721,0.9903163127960837,3.225027909370512,0.6,12.6,0
6.743132834883204,0.38576391027897666,0.27568671651167964,1.914892236743048,0.02643904772556174,24.0,85.57253133953282,0.9893551463601407,3.2754551352097887,0.5441588959537264,12.686265669766408,0
5.471929854044983,0.5021271815575691,0.1896710647935556,2.9967106479355556,0.035370613777106395,33.73026304733131,128.0,0.9889412282264384,3.218881586686808,0.5147149060154411,13.029166596643165,0
6.490095287849746,0.16831745202504228,0.3126730191899831,5.303936823048392,0.03171777835824704,58.08412739874788,127.63365095949915,0.9915316700170691,3.2339618848601015,0.6990095287849746,12.246539616200337,0
7.012830803111365,0.1757738614001142,0.7207537953329528,12.434322111326104,0.04384522771997716,24.064154015556824,126.0,0.9941230151813318,3.244603036266362,0.37743383937772707,12.129430582887492,0
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,0
6.45113914929812,0.26394935112717094,0.43663293077414955,7.412657714801924,0.034022782985962396,32.2556957464906,130.19746755635856,0.9930197467556359,3.3095443402807523,0.3505822819013205,11.394177180986794,0
8.272641608347113,0.36951837504436735,0.4259731965363207,1.7564548214919533,0.06664548214919533,5.258192859678134,14.6936446447586,0.9952209234634111,3.2187090357016093,0.8685352318829913,11.411370537298833,1
7.604269092745149,0.2905336365931437,0.4339381214722295,8.356937275710868,0.028383139415360074,43.94663634068563,182.63820604836567,0.9935670224243954,3.169573090725485,0.3767022424395429,11.90426909274515,0
6.343425416076863,0.35087661118975166,0.24079680786709368,5.70159606645316,0.03207968078670937,18.68127685316253,86.0,0.9894276488653803,3.035219152797438,0.27035850227221786,13.22470226923939,0
6.629684031708529,0.21919702313568062,0.3321654263065336,7.378466510276407,0.02191970231356806,57.89293641809075,183.6204465296479,0.9934756691473869,3.291362449442214,0.37729925578392015,11.245985115678403,0
5.626447607945858,0.14578641774721163,0.3220657176162426,2.721478646365458,0.04161971528487277,20.206571761624257,72.60328588081212,0.9890895932789346,3.196447607945858,0.33057904317834325,12.76776196027071,0
7.23365880382583,0.39868297241734746,0.29156096932174513,1.8429266563479925,0.03246829079652355,25.804878834781853,73.96097576695637,0.9888927316963131,2.968195088939162,0.3488292730086911,12.996097576695638,0
7.528692512411913,0.27494293318156776,0.2994033230243888,12.233811695284633,0.046872188736043846,46.63351794579938,153.6931856433605,0.9963156017262115,2.9824714665907837,0.35772742573441985,10.074143997723517,0
7.500864006189058,0.21820736148537406,0.28820736148537407,7.658099186384071,0.08926348702212873,34.4103680742687,161.59827198762187,0.9946863065478694,3.2061555211140305,0.37598271987621884,10.721382409902494,0
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,0
6.6,0.3557071375654648,0.2928619082896901,1.557071375654648,0.020856904585515493,24.715477072422534,85.57238165793802,0.9897501667901392,3.388535687827324,0.5856737795376338,12.4,0
7.6039419372943975,0.3927916131647463,0.35119870971765327,11.308367730468815,0.03172083868352537,48.23974194353065,150.55993548588268,0.9937121483824699,3.206419999376374,0.36001612852933396,12.611987097176533,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
7.714075830320933,0.28570379151604663,0.35570379151604664,6.828151660641866,0.043288862545186005,37.355568727407,160.4987756768721,0.9939081026877168,3.257851895758023,0.3785924169679067,11.271603474732554,0
7.619475959604595,0.31609419624899815,0.33097379798022974,1.4146600288538602,0.038146600288538605,16.170679942292278,94.24398008656158,0.9913132152496287,3.1187854054822335,0.4526912092332353,11.160941962489982,0
5.997073223139442,0.31267405860253533,0.28040355672408546,4.58022175807606,0.029633702930126765,35.0988912096197,100.63370293012676,0.9909435920510887,3.338022175807606,0.5120887032304237,12.243592051088736,0
6.611797834889057,0.22765920612598722,0.38117978348890563,1.305805051925536,0.03823595669778112,44.41198556592704,147.88202165110943,0.9931177906178525,3.3494007217036477,0.6123407938740127,10.011610103851071,0
7.276212506854305,0.2159468732864236,0.3137874931456944,1.6713624794370834,0.03376212506854306,29.237874931456943,117.40531267135763,0.9915334875479802,3.308325622600993,0.49048500274172224,11.225981184884096,0
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,0
6.017215292456485,0.38738643618159,0.20809085105472797,2.136306781909205,0.0325352207436569,29.0,129.2738643618159,0.9910439928056138,3.3718466090453973,0.7228011835180336,12.492330452269876,0
6.114162983523068,0.3403678374432936,0.28082158642044,11.369405288068133,0.03385837016476932,31.305947119318667,113.47026440340666,0.994324819415681,3.3255242304545067,0.5717841357956003,11.234273086364801,0
5.756516026519115,0.4198919470165995,0.17451047682318918,2.0108709933702213,0.029565160265191154,30.114112582872234,130.0,0.9901917828742262,3.398912900662978,0.7098379205248992,12.798379205248992,0
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,0
6.659323420829712,0.20152639458079868,0.3303382895851438,1.6932342082971243,0.03989851312445686,28.77970262489137,94.77970262489137,0.9910705606231972,3.2893234208297124,0.5179702624891372,11.71691447925719,0
9.93133960124146,0.5877962259115638,0.5371594318852004,4.1131226245152765,0.08197452823894547,6.805094352210906,18.194905647789092,0.9962035707141198,3.211949056477891,0.7020764152831636,13.279235847168364,1
6.741317993908993,0.37905509017476824,0.32340655521716627,3.17099023305068,0.041978033434850126,21.1450488347466,141.9274755826267,0.9903084832644333,3.184857043564632,0.3775383546080655,12.134065552171663,0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,0
5.931906128064482,0.3305028181879635,0.3062197171662547,3.418497643052122,0.03547051649863514,29.0,118.78150235694788,0.9904067042425062,3.319919245776679,0.5866356835148846,12.487399057220848,0
6.924022282879794,0.16671509776644522,0.3693631196031712,2.4127376079365757,0.04441675761791301,33.45586630272123,95.39217826303836,0.9924140331970294,3.143675989081637,0.4249497498752946,10.734301955328904,0
5.266838185225527,0.21896983153576974,0.3557787645956447,3.15477079953342,0.03160804492379474,29.0,118.0,0.9900854303235614,3.461456967643855,0.4162815723328158,12.076379784292367,0
5.021476734626292,0.4505101142715212,0.24706035103595297,3.305637224597934,0.033728860407757744,32.864430203878875,127.62147673462628,0.9887416911673794,3.298416048997164,0.4656510448864696,13.048590693850516,0
8.067615657301518,0.21113878876182304,0.2871886115158355,1.0661921713492404,0.033338078286507596,15.676156573015191,88.36654800555317,0.9904940925258412,3.0002846971904558,0.3663345199444683,11.369039143253797,0
6.872539043738413,0.286865239065397,0.3082382868784764,8.066581871776503,0.02819687650092703,36.58808565607618,113.41191434392381,0.9913680312349907,2.9872539043738415,0.3703886653084442,12.286269521869206,0
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,0
8.065532860258436,0.15948978711629622,0.2860430731421398,2.9676865173654265,0.03332766430129218,14.01700709612346,87.31065720516872,0.991737550633117,2.9898299290387653,0.3867233569870782,10.970634989095473,0
6.643084312312262,0.19015901861858348,0.33845784384386896,1.530843123122621,0.037462646846839316,28.292529369367863,94.29252936936787,0.9904599701429411,3.273084312312262,0.46925293693678627,12.122892192193447,0
6.6348332569124056,0.3452249885368608,0.28,1.961937528657848,0.024412916857718986,61.93541571140507,110.12916857718986,0.9899031604042482,3.4458708314228104,0.6103229214429746,12.661937528657848,0
8.28215684214361,0.2522208009161655,0.4002182425652633,9.284339267796245,0.035711167963353385,29.777919908383453,122.93324805496992,0.9951367399360141,3.1359948832981956,0.4351091212826317,10.933375972515037,0
5.939008738776275,0.28226905661786816,0.29787255212837827,3.644673088626132,0.03279433565015014,46.39716782507507,114.80141608746247,0.9897856776165616,3.2096459781343842,0.5580849652477478,12.702124131193695,0
6.422355801600421,0.15819712725348767,0.3622355801600421,1.747836462932351,0.034447116032008424,43.14903867733614,149.7764419839958,0.9922968751402684,3.412548066133193,0.6818028727465123,10.895672925864702,0
6.1345898967563395,0.36254601705764833,0.1893299955111452,8.20134000897771,0.07590369600491922,33.52010013466565,163.0134000897771,0.9934180238527656,3.352412016159877,0.44587100583551126,11.464070094265951,0
6.526180019212138,0.3509330409723298,0.2859824366202915,4.185949513428149,0.03332711306018447,31.68221734953883,172.62623489119903,0.9911696212964124,3.3442041715741744,0.4370087816898543,12.10186608194466,0
